time (UTC),ZAX (METERS),latitude (degrees_north),longitude (degrees_east),S_ANALYZED (PSU),S_MEAN (PSU),S_STDEV (psu),S_RMSE (PSU),S_ROIOBS (PSU),S_BOXOBS (PSU),T_ANALYZED (degs),T_MEAN (degs),T_STDEV (degs),T_RMSE (degs),T_ROIOBS,T_BOXOBS
2026-07-30T00:00:00Z,20.0,20.5,62.5,36.258,NaN,0.157,0.161,15.0,0.0,26.36,NaN,1.066,1.079,16.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,63.5,36.351,NaN,0.157,0.167,15.0,0.0,27.04,NaN,0.973,1.046,15.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,64.5,36.491,NaN,0.24,0.248,19.0,0.0,27.961,NaN,1.217,1.422,19.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,65.5,36.641,NaN,0.144,0.145,10.0,0.0,28.407,NaN,0.451,0.46,10.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,66.5,36.754,NaN,0.122,0.162,10.0,0.0,28.662,NaN,0.39,0.445,10.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,67.5,36.759,NaN,0.087,0.108,8.0,0.0,28.669,NaN,0.189,0.197,8.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,68.5,36.759,NaN,0.049,0.053,6.0,0.0,28.666,NaN,0.093,0.102,6.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,69.5,36.759,NaN,0.049,0.053,6.0,0.0,28.728,NaN,0.093,0.095,6.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,70.5,36.635,NaN,0.0,0.0,1.0,0.0,28.837,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,20.0,20.5,71.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,72.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,73.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,20.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,53.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,56.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,57.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,58.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,59.5,36.337,NaN,0.145,0.159,14.0,0.0,24.634,NaN,0.612,1.334,15.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,60.5,36.284,NaN,0.144,0.144,15.0,0.0,24.833,24.597,0.723,1.311,16.0,1.0
2026-07-30T00:00:00Z,20.0,21.5,61.5,36.299,NaN,0.148,0.148,17.0,0.0,26.386,NaN,0.906,0.94,18.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,62.5,36.368,36.394,0.162,0.169,17.0,1.0,27.254,27.533,0.955,1.321,18.0,1.0
2026-07-30T00:00:00Z,20.0,21.5,63.5,36.43,NaN,0.147,0.213,14.0,0.0,27.654,NaN,0.898,1.432,14.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,64.5,36.503,36.506,0.244,0.259,18.0,1.0,28.004,28.093,1.223,1.482,18.0,1.0
2026-07-30T00:00:00Z,20.0,21.5,65.5,36.653,NaN,0.15,0.151,9.0,0.0,28.443,NaN,0.475,0.492,9.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,66.5,36.752,36.76,0.131,0.158,8.0,1.0,28.666,28.568,0.409,0.48,8.0,1.0
2026-07-30T00:00:00Z,20.0,21.5,67.5,36.759,NaN,0.067,0.073,6.0,0.0,28.675,NaN,0.153,0.162,6.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,68.5,36.759,NaN,0.018,0.018,5.0,0.0,28.672,NaN,0.08,0.081,5.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,69.5,36.759,NaN,0.018,0.018,5.0,0.0,28.669,NaN,0.08,0.081,5.0,0.0
2026-07-30T00:00:00Z,20.0,21.5,70.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,71.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,72.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,73.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,21.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,53.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,56.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,57.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,58.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,59.5,36.384,NaN,0.275,0.323,15.0,0.0,25.072,NaN,3.078,4.121,16.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,60.5,36.467,NaN,0.269,0.28,16.0,0.0,25.482,NaN,2.987,3.778,17.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,61.5,36.436,NaN,0.104,0.116,13.0,0.0,26.558,NaN,1.026,1.09,14.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,62.5,36.408,NaN,0.113,0.113,13.0,0.0,27.518,NaN,1.061,1.5,14.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,63.5,36.441,36.419,0.121,0.14,8.0,1.0,27.668,27.5,0.81,0.99,8.0,1.0
2026-07-30T00:00:00Z,20.0,22.5,64.5,36.516,NaN,0.211,0.211,13.0,0.0,28.028,NaN,1.0,1.05,13.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,65.5,36.65,36.585,0.15,0.151,9.0,1.0,28.446,28.322,0.475,0.492,9.0,1.0
2026-07-30T00:00:00Z,20.0,22.5,66.5,36.748,36.758,0.131,0.156,8.0,4.0,28.666,28.712,0.409,0.479,8.0,4.0
2026-07-30T00:00:00Z,20.0,22.5,67.5,36.759,NaN,0.067,0.073,6.0,0.0,28.682,NaN,0.153,0.164,6.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,68.5,36.759,NaN,0.018,0.018,5.0,0.0,28.68,NaN,0.08,0.08,5.0,0.0
2026-07-30T00:00:00Z,20.0,22.5,69.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,70.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,71.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,72.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,73.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,22.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,53.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,56.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,57.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,58.5,36.451,NaN,0.25,0.323,11.0,0.0,26.27,NaN,3.414,3.974,12.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,59.5,36.443,36.297,0.25,0.328,11.0,1.0,25.689,24.597,3.414,4.301,12.0,1.0
2026-07-30T00:00:00Z,20.0,23.5,60.5,36.481,36.512,0.25,0.293,12.0,2.0,25.879,26.233,3.286,4.049,13.0,2.0
2026-07-30T00:00:00Z,20.0,23.5,61.5,36.493,NaN,0.076,0.094,9.0,0.0,26.018,NaN,1.207,1.212,10.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,62.5,36.429,NaN,0.071,0.081,9.0,0.0,27.286,NaN,1.249,1.473,10.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,63.5,36.444,NaN,0.075,0.082,4.0,0.0,27.653,NaN,0.355,0.412,4.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,64.5,36.532,NaN,0.15,0.18,9.0,0.0,28.08,NaN,0.475,0.532,9.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,65.5,36.637,NaN,0.15,0.15,9.0,0.0,28.427,NaN,0.475,0.488,9.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,66.5,36.741,NaN,0.131,0.153,8.0,0.0,28.659,NaN,0.409,0.476,8.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,67.5,36.758,NaN,0.067,0.073,6.0,0.0,28.688,NaN,0.153,0.167,6.0,0.0
2026-07-30T00:00:00Z,20.0,23.5,68.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,69.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,70.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,71.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,72.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,73.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,23.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,53.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,56.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,57.5,36.901,NaN,0.25,0.351,11.0,0.0,32.069,NaN,3.369,4.806,11.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,58.5,36.812,NaN,0.25,0.295,11.0,0.0,30.875,NaN,3.369,4.041,11.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,59.5,36.539,36.372,0.25,0.276,11.0,1.0,27.026,25.24,3.369,3.736,11.0,1.0
2026-07-30T00:00:00Z,20.0,24.5,60.5,36.466,36.479,0.25,0.301,12.0,3.0,25.882,26.066,3.24,4.197,12.0,3.0
2026-07-30T00:00:00Z,20.0,24.5,61.5,36.47,NaN,0.076,0.083,9.0,0.0,25.865,NaN,1.152,1.232,9.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,62.5,36.472,NaN,0.071,0.071,9.0,0.0,26.077,NaN,1.133,1.302,9.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,63.5,36.45,NaN,0.075,0.08,4.0,0.0,27.666,NaN,0.355,0.406,4.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,64.5,36.548,NaN,0.15,0.172,9.0,0.0,28.142,NaN,0.475,0.507,9.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,65.5,36.623,NaN,0.15,0.15,9.0,0.0,28.399,NaN,0.475,0.482,9.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,66.5,36.731,NaN,0.131,0.148,8.0,0.0,28.643,NaN,0.409,0.468,8.0,0.0
2026-07-30T00:00:00Z,20.0,24.5,67.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,68.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,69.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,70.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,71.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,72.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,73.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,24.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,50.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,53.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,56.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,57.5,36.917,NaN,0.25,0.362,11.0,0.0,32.271,NaN,3.369,4.952,11.0,0.0
2026-07-30T00:00:00Z,20.0,25.5,58.5,36.897,36.919,0.25,0.348,11.0,5.0,32.009,32.29,3.369,4.763,11.0,5.0
2026-07-30T00:00:00Z,20.0,25.5,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,60.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,61.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,62.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,63.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,64.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,65.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,66.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,67.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,68.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,69.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,70.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,71.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,72.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,73.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,74.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,75.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,76.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,20.0,25.5,78.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,50.5,35.284,NaN,0.0,0.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,51.5,35.284,NaN,0.0,0.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,53.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-07-30T00:00:00Z,30.0,5.5,56.5,35.684,NaN,0.0,0.0,1.0,0.0,28.356,NaN,0.0,0.0,1.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,57.5,35.684,NaN,0.229,0.323,2.0,0.0,28.356,NaN,0.089,0.127,2.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,58.5,35.684,NaN,0.229,0.323,2.0,0.0,28.356,NaN,0.089,0.127,2.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,59.5,35.685,NaN,0.229,0.323,2.0,0.0,28.356,NaN,0.089,0.126,2.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,60.5,35.687,NaN,0.229,0.321,2.0,0.0,28.357,NaN,0.089,0.126,2.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,61.5,35.706,NaN,0.229,0.308,2.0,0.0,28.364,NaN,0.089,0.121,2.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,62.5,35.763,NaN,0.178,0.307,3.0,0.0,29.315,NaN,0.332,0.464,3.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,63.5,35.762,NaN,0.188,0.265,2.0,0.0,29.316,NaN,0.097,0.138,2.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,64.5,35.762,35.761,0.188,0.265,2.0,1.0,29.316,29.316,0.097,0.138,2.0,1.0
2026-07-30T00:00:00Z,30.0,5.5,65.5,35.752,35.761,0.32,0.333,4.0,1.0,29.321,29.316,0.158,0.16,4.0,1.0
2026-07-30T00:00:00Z,30.0,5.5,66.5,35.46,NaN,0.355,0.366,7.0,0.0,29.467,NaN,0.258,0.269,7.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,67.5,35.346,35.368,0.355,0.409,7.0,2.0,29.518,29.474,0.258,0.259,7.0,2.0
2026-07-30T00:00:00Z,30.0,5.5,68.5,35.284,35.351,0.28,0.283,6.0,1.0,29.634,29.387,0.172,0.186,6.0,1.0
2026-07-30T00:00:00Z,30.0,5.5,69.5,35.266,35.285,0.28,0.287,6.0,1.0,29.764,29.79,0.172,0.182,6.0,1.0
2026-07-30T00:00:00Z,30.0,5.5,70.5,35.172,NaN,0.343,0.35,7.0,0.0,29.827,NaN,0.161,0.196,7.0,0.0
2026-07-30T00:00:00Z,30.0,5.5,71.5,35.046,NaN,0.394,0.419,5.0,0.0,29.854,NaN,0.031,0.054,5.0,0.0
